Age,Male,Female,NHWM,NHBM,NHWF,NHBF,HM,HF,Male_SE,Female_SE,NHWM_SE,NHBM_SE,NHWF_SE,NHBF_SE,HM_SE,HF_SE
53,0.00017270,0.00013300,0.00013800,0.00039200,0.00010900,0.00029000,0.00016500,0.00010500,0.00000180,0.00000150,0.00000190,0.00000780,0.00000170,0.00000630,0.00000480,0.00000380
54,0.00017270,0.00013300,0.00013800,0.00039200,0.00010900,0.00029000,0.00016500,0.00010500,0.00000180,0.00000150,0.00000190,0.00000780,0.00000170,0.00000630,0.00000480,0.00000380
55,0.00027880,0.00019000,0.00022700,0.00063300,0.00016300,0.00040000,0.00027300,0.00014800,0.00000230,0.00000190,0.00000250,0.00001040,0.00000200,0.00000770,0.00000690,0.00000500
56,0.00027880,0.00019000,0.00022700,0.00063300,0.00016300,0.00040000,0.00027300,0.00014800,0.00000230,0.00000190,0.00000250,0.00001040,0.00000200,0.00000770,0.00000690,0.00000500
57,0.00027880,0.00019000,0.00022700,0.00063300,0.00016300,0.00040000,0.00027300,0.00014800,0.00000230,0.00000190,0.00000250,0.00001040,0.00000200,0.00000770,0.00000690,0.00000500
58,0.00027880,0.00019000,0.00022700,0.00063300,0.00016300,0.00040000,0.00027300,0.00014800,0.00000230,0.00000190,0.00000250,0.00001040,0.00000200,0.00000770,0.00000690,0.00000500
59,0.00027880,0.00019000,0.00022700,0.00063300,0.00016300,0.00040000,0.00027300,0.00014800,0.00000230,0.00000190,0.00000250,0.00001040,0.00000200,0.00000770,0.00000690,0.00000500
60,0.00043350,0.00028900,0.00036100,0.00100400,0.00024600,0.00061400,0.00041900,0.00024900,0.00000310,0.00000240,0.00000330,0.00001490,0.00000260,0.00001050,0.00001010,0.00000740
61,0.00043350,0.00028900,0.00036100,0.00100400,0.00024600,0.00061400,0.00041900,0.00024900,0.00000310,0.00000240,0.00000330,0.00001490,0.00000260,0.00001050,0.00001010,0.00000740
62,0.00043350,0.00028900,0.00036100,0.00100400,0.00024600,0.00061400,0.00041900,0.00024900,0.00000310,0.00000240,0.00000330,0.00001490,0.00000260,0.00001050,0.00001010,0.00000740
63,0.00043350,0.00028900,0.00036100,0.00100400,0.00024600,0.00061400,0.00041900,0.00024900,0.00000310,0.00000240,0.00000330,0.00001490,0.00000260,0.00001050,0.00001010,0.00000740
64,0.00043350,0.00028900,0.00036100,0.00100400,0.00024600,0.00061400,0.00041900,0.00024900,0.00000310,0.00000240,0.00000330,0.00001490,0.00000260,0.00001050,0.00001010,0.00000740
65,0.00065070,0.00047900,0.00057000,0.00139700,0.00043400,0.00089600,0.00064300,0.00042400,0.00000420,0.00000340,0.00000450,0.00002080,0.00000380,0.00001470,0.00001480,0.00001110
66,0.00065070,0.00047900,0.00057000,0.00139700,0.00043400,0.00089600,0.00064300,0.00042400,0.00000420,0.00000340,0.00000450,0.00002080,0.00000380,0.00001470,0.00001480,0.00001110
67,0.00065070,0.00047900,0.00057000,0.00139700,0.00043400,0.00089600,0.00064300,0.00042400,0.00000420,0.00000340,0.00000450,0.00002080,0.00000380,0.00001470,0.00001480,0.00001110
68,0.00065070,0.00047900,0.00057000,0.00139700,0.00043400,0.00089600,0.00064300,0.00042400,0.00000420,0.00000340,0.00000450,0.00002080,0.00000380,0.00001470,0.00001480,0.00001110
69,0.00065070,0.00047900,0.00057000,0.00139700,0.00043400,0.00089600,0.00064300,0.00042400,0.00000420,0.00000340,0.00000450,0.00002080,0.00000380,0.00001470,0.00001480,0.00001110
70,0.00114430,0.00090100,0.00104800,0.00222600,0.00085000,0.00149700,0.00108700,0.00075000,0.00000670,0.00000550,0.00000720,0.00003270,0.00000610,0.00002270,0.00002390,0.00001760
71,0.00114430,0.00090100,0.00104800,0.00222600,0.00085000,0.00149700,0.00108700,0.00075000,0.00000670,0.00000550,0.00000720,0.00003270,0.00000610,0.00002270,0.00002390,0.00001760
72,0.00114430,0.00090100,0.00104800,0.00222600,0.00085000,0.00149700,0.00108700,0.00075000,0.00000670,0.00000550,0.00000720,0.00003270,0.00000610,0.00002270,0.00002390,0.00001760
73,0.00114430,0.00090100,0.00104800,0.00222600,0.00085000,0.00149700,0.00108700,0.00075000,0.00000670,0.00000550,0.00000720,0.00003270,0.00000610,0.00002270,0.00002390,0.00001760
74,0.00114430,0.00090100,0.00104800,0.00222600,0.00085000,0.00149700,0.00108700,0.00075000,0.00000670,0.00000550,0.00000720,0.00003270,0.00000610,0.00002270,0.00002390,0.00001760
