Age,Male,Female,NHWM,NHBM,NHWF,NHBF,HM,HF,Male_SE,Female_SE,NHWM_SE,NHBM_SE,NHWF_SE,NHBF_SE,HM_SE,HF_SE
77,0.031651,0.023588,0.032478,0.038875,0.024648,0.026125,0.023394,0.016377,0.000043,0.000033,0.000049,0.000170,0.000038,0.000112,0.000135,0.000097
78,0.031651,0.023588,0.032478,0.038875,0.024648,0.026125,0.023394,0.016377,0.000043,0.000033,0.000049,0.000170,0.000038,0.000112,0.000135,0.000097
79,0.031651,0.023588,0.032478,0.038875,0.024648,0.026125,0.023394,0.016377,0.000043,0.000033,0.000049,0.000170,0.000038,0.000112,0.000135,0.000097
80,0.051337,0.039407,0.053010,0.057247,0.041164,0.040542,0.037791,0.028206,0.000066,0.000049,0.000075,0.000267,0.000056,0.000167,0.000214,0.000151
81,0.051337,0.039407,0.053010,0.057247,0.041164,0.040542,0.037791,0.028206,0.000066,0.000049,0.000075,0.000267,0.000056,0.000167,0.000214,0.000151
82,0.051337,0.039407,0.053010,0.057247,0.041164,0.040542,0.037791,0.028206,0.000066,0.000049,0.000075,0.000267,0.000056,0.000167,0.000214,0.000151
83,0.051337,0.039407,0.053010,0.057247,0.041164,0.040542,0.037791,0.028206,0.000066,0.000049,0.000075,0.000267,0.000056,0.000167,0.000214,0.000151
84,0.051337,0.039407,0.053010,0.057247,0.041164,0.040542,0.037791,0.028206,0.000066,0.000049,0.000075,0.000267,0.000056,0.000167,0.000214,0.000151
85,0.136991,0.121092,0.142845,0.127290,0.125970,0.112900,0.098503,0.089630,0.000118,0.000080,0.000133,0.000456,0.000090,0.000274,0.000386,0.000275
86,0.136991,0.121092,0.142845,0.127290,0.125970,0.112900,0.098503,0.089630,0.000118,0.000080,0.000133,0.000456,0.000090,0.000274,0.000386,0.000275
87,0.136991,0.121092,0.142845,0.127290,0.125970,0.112900,0.098503,0.089630,0.000118,0.000080,0.000133,0.000456,0.000090,0.000274,0.000386,0.000275
88,0.136991,0.121092,0.142845,0.127290,0.125970,0.112900,0.098503,0.089630,0.000118,0.000080,0.000133,0.000456,0.000090,0.000274,0.000386,0.000275
89,0.136991,0.121092,0.142845,0.127290,0.125970,0.112900,0.098503,0.089630,0.000118,0.000080,0.000133,0.000456,0.000090,0.000274,0.000386,0.000275
90,0.136991,0.121092,0.142845,0.127290,0.125970,0.112900,0.098503,0.089630,0.000118,0.000080,0.000133,0.000456,0.000090,0.000274,0.000386,0.000275
91,0.136991,0.121092,0.142845,0.127290,0.125970,0.112900,0.098503,0.089630,0.000118,0.000080,0.000133,0.000456,0.000090,0.000274,0.000386,0.000275
92,0.136991,0.121092,0.142845,0.127290,0.125970,0.112900,0.098503,0.089630,0.000118,0.000080,0.000133,0.000456,0.000090,0.000274,0.000386,0.000275
93,0.136991,0.121092,0.142845,0.127290,0.125970,0.112900,0.098503,0.089630,0.000118,0.000080,0.000133,0.000456,0.000090,0.000274,0.000386,0.000275
94,0.136991,0.121092,0.142845,0.127290,0.125970,0.112900,0.098503,0.089630,0.000118,0.000080,0.000133,0.000456,0.000090,0.000274,0.000386,0.000275
95,0.136991,0.121092,0.142845,0.127290,0.125970,0.112900,0.098503,0.089630,0.000118,0.000080,0.000133,0.000456,0.000090,0.000274,0.000386,0.000275
96,0.136991,0.121092,0.142845,0.127290,0.125970,0.112900,0.098503,0.089630,0.000118,0.000080,0.000133,0.000456,0.000090,0.000274,0.000386,0.000275
97,0.136991,0.121092,0.142845,0.127290,0.125970,0.112900,0.098503,0.089630,0.000118,0.000080,0.000133,0.000456,0.000090,0.000274,0.000386,0.000275
98,0.136991,0.121092,0.142845,0.127290,0.125970,0.112900,0.098503,0.089630,0.000118,0.000080,0.000133,0.000456,0.000090,0.000274,0.000386,0.000275
99,0.136991,0.121092,0.142845,0.127290,0.125970,0.112900,0.098503,0.089630,0.000118,0.000080,0.000133,0.000456,0.000090,0.000274,0.000386,0.000275
